;id;article;ean_13;name;cost;recommended_price;category_id;ozon_name;name_1c;wb_name;ozon_article;wb_article;ym_article;wb_article_td
84;370;0024-3с;;Герметик акриловый цвет Сосна, 3 кг;1251.0;2145.0;25.0;;Герметик акриловый цвет Сосна, 3 кг;;;;;
85;493;М029-2;4610093421352.0;Набор Duty Leather, 0.4 л, 2 шт;207.36;462.0;;Набор Duty Leather, 0.4 л, 2 шт;Набор Duty Leather, 0.4 л, 2 шт;Набор Duty Leather, 0.4 л, 2 шт;;;;
86;494;М030-2;4610093421383.0;Набор DUTY GRAFFITI, 0.4 л, 2 шт;415.04;930.0;;Набор DUTY GRAFFITI, 0.4 л, 2 шт;Набор DUTY GRAFFITI, 0.4 л, 2 шт;Набор DUTY GRAFFITI, 0.4 л, 2 шт;;;;
87;495;М031-2;4610093421390.0;Набор Шпатлевка-замазка трещин Plastix 1,4 кг, 2 шт;388.0;775.0;;Набор Шпатлевка-замазка трещин Plastix 1,4 кг, 2 шт;Набор Шпатлевка-замазка трещин Plastix 1,4 кг, 2 шт;Набор Шпатлевка-замазка трещин Plastix 1,4 кг, 2 шт;;;;
88;446;0024-06 б12;;Герметик акриловый цвет белый ф/п 600 мл. (12 штук );3686.4;7716.96;25.0;;Герметик акриловый цвет белый ф/п 600 мл. (12 штук );;;;;
89;2;242-6;4610093420454.0;Антигололед - 32 PROSEPTготовый состав / 6 кг;220.39;515.0;;;Антигололед - 32 PROSEPTготовый состав / 6 кг;;;;;
90;435;284-08-2;;"Концентрат для мытья полов и стен  Multipower ""Полевые цветы"" 0,8 л 2ШТ";156.0;364.0;;;"Набор 2 шт Концентрат для мытья полов и стен  Multipower ""Полевые цветы"" 0,8 л";;;;;
91;434;291-08-2;;"Концентрат для мытья полов и стен Multipower ""Цитрус"" 0,8 л 2 ШТ";156.0;364.0;;;"Набор Концентрат для мытья полов и стен Multipower ""Цитрус"" 0,8 л 2 ШТ";;;;;
92;497;М035-2;4610093421345.0;Отбеливатель Prosept 50, концентрат, 1 л, 2 шт;440.0;1005.0;;Отбеливатель Prosept 50, концентрат, 1 л, 2 шт;Отбеливатель Prosept 50, концентрат, 1 л, 2 шт;Отбеливатель Prosept 50, концентрат, 1 л, 2 шт;;;;
93;447;0024-06 с12;;Герметик акриловый цвет сосна, ф/п 600мл (12 штук );3686.4;7716.96;25.0;;Герметик акриловый цвет сосна, ф/п 600мл (12 штук );;;;;
94;366;0024-3м;;Герметик акриловый цвет Медовый, 3 кг;1251.0;2145.0;25.0;;Герметик акриловый цвет Медовый, 3 кг;;;;;
95;426;071-12;4680008149756.0;Краска резиновая зеленый мох Ral 6005 / 12 кг;3206.0;6711.0;30.0;Краска резиновая PROSEPT SuperRubberзеленый мох Ral 6005 / 12 кг;Краска резиновая зеленый мох Ral 6005 / 12 кг;Краска резиновая PROSEPT SuperRubberзеленый мох Ral 6005 / 12 кг;575100747.0;;;
96;498;М036-2;4610093421376.0;Антисептик ULTRA, концентрат, 1 л, 2 шт;720.0;1645.0;;Антисептик ULTRA, концентрат, 1 л, 2 шт;Антисептик ULTRA, концентрат, 1 л, 2 шт;Антисептик ULTRA, концентрат, 1 л, 2 шт;;;;
97;42;282-08;4680008147165.0;"Средство для мытья полов и стен Multipower  ""Вершины Тибета""концентрат  1:10 – 1:120 / 0,8 л";77.94;182.0;;;"Средство для мытья полов и стен Multipower  ""Вершины Тибета""концентрат  1:10 – 1:120 / 0,8 л";;;;;
98;436;Р1 09005;4680008148353.0;   ;500.0;600.0;;;;;;;;
99;248;008-30;4680008140692.0;Антисептик невымываемый PROSEPT ULTRAконцентрат  1:10  / 30 л;8011.0;14980.0;20.0;Антисептик невымываемый PROSEPT ULTRAконцентрат  1:10  / 30 л;Антисептик невымываемый PROSEPT ULTRAконцентрат  1:10  / 30 л;Антисептик невымываемый PROSEPT ULTRAконцентрат  1:10  / 30 л;;;;
100;102;307-20;4680008148780.0;Средство для мытья посуды в посудомоечной машине. Для жесткой водыCooky Splash Hard концентрат 1:200-1:2000 / 20 л;3345.93;7256.0;42.0;Средство для мытья посуды в посудомоечной машине. Для жесткой водыCooky Splash Hard концентрат 1:200-1:2000 / 20 л;Средство для мытья посуды в посудомоечной машине. Для жесткой водыCooky Splash Hard концентрат 1:200-1:2000 / 20 л;Средство для мытья посуды в посудомоечной машине. Для жесткой водыCooky Splash Hard концентрат 1:200-1:2000 / 20 л;;;;
101;372;0024-15с;;Герметик акриловый цвет Сосна, 15 кг;5428.0;9467.0;25.0;;Герметик акриловый цвет Сосна, 15 кг;;;;;
102;433;D1 01050-3;;Кожный антисептик PROF DZ готовый состав / 0,1 л;112.8;226.0;;;;;;150119529.0;;
103;359;035-2;4680008146090.0;Антисептик лессирующий BiO LASUR / бук / 2,7 л;721.0;1717.0;31.0;Антисептик лессирующийзащитно-декоративныйPROSEPT BiO LASUR / бук / 2,7 л;Антисептик лессирующийзащитно-декоративныйPROSEPT BiO LASUR / бук / 2,7 л;Антисептик лессирующийзащитно-декоративныйPROSEPT BiO LASUR / бук / 2,7 л;;;;
104;256;002-30;4680008140593.0;Антисептик трудновымываемый для наружных работ PROSEPT EXTERIORконцентрат 1:19 / 30 л;6198.0;11589.0;20.0;Антисептик трудновымываемый для наружных работ PROSEPT EXTERIORконцентрат 1:19 / 30 л;Антисептик трудновымываемый для наружных работ PROSEPT EXTERIORконцентрат 1:19 / 30 л;Антисептик трудновымываемый для наружных работ PROSEPT EXTERIORконцентрат 1:19 / 30 л;;;;
105;365;0024-06м;;Герметик акриловый цвет Медовый 0,6 л;326.0;643.0;25.0;;Герметик акриловый цвет Медовый 0,6 л;;;;;
106;262;005-30;4680008140654.0;Антисептик универсальный для наружных и внутренних работPROSEPT UNIVERSALконцентрат 1:10 / 30 л;6695.0;12199.0;20.0;Антисептик универсальный для наружных и внутренних работPROSEPT UNIVERSALконцентрат 1:10 / 30 л;Антисептик универсальный для наружных и внутренних работPROSEPT UNIVERSALконцентрат 1:10 / 30 л;Антисептик универсальный для наружных и внутренних работPROSEPT UNIVERSALконцентрат 1:10 / 30 л;;;;
107;411;065-20;4680008149930.0;Антисептик невымываемый ХМ-11, ГОСТ / 20 л;1020.0;2135.0;20.0;Антисептик невымываемый ХМ-11, ГОСТ / 20 л;Антисептик невымываемый ХМ-11, ГОСТ / 20 л;Антисептик невымываемый ХМ-11, ГОСТ / 20 л;;;;
108;319;064-65И;;ОГНЕБИОЗАЩИТА 2 группа, красный готовый состав / 65 кг;3020.0;5756.0;38.0;;ОГНЕБИОЗАЩИТА 2 группа, красный готовый состав / 65 кг;;;;;
109;449;0024-06 м12;;Герметик акриловый цвет Медовый 0,6 л (12 шт);;;25.0;;Герметик акриловый цвет Медовый 0,6 л (12 шт);;;;;
